"sold","brand","battery_health_report","blind_spot_monitoring","rain_sensing_wipers","heated_seats","ventilated_seats","sunroof","wireless_phone_charging","apple_carplay_or_android_auto","navigation_system","voice_control","regenerative_braking_system","fast_charging_capabilities","range_estimator","black_and_white_premium_interior","glass_roof","subzero_weather_package","keyless_entry","ash_wood_decor","customer_age","customer_income","dealership_size","dealership_location","dealership_years_experience","customer_sex","trade_in","customer_satisfaction","price","seller_sex","seller_experience","trade_in_model","trade_in_mileage","trade_in_exterior_condition","trade_in_tire_condition","trade_in_engine_size","trade_in_value","longitude","latitude","state","customer_id","car_models","trade_in_fuel_type","trade_in_transmission_type"
1,"Tesla",0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,65,40450,1,"Suburban",43,"Male",0,4.83819483528525,98564.6690441296,"Female",28,"Tesla Model 3",5000,2,5,4.8,24857.3379591687,-79.267137346102,42.2942800596001,"New York",84,"Tesla Model 3","electric","automatic"
1,"Tesla",1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,62,119672,5,"Rural",11,"Male",1,5.13897447148996,54955.0341524882,"Female",15,"Volkswagen e-Golf",125000,2,4,1.2,30000,-76.0855398658881,42.7376284712728,"New York",85,"Volkswagen e-Golf","electric","automatic"
0,"Tesla",1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,45,103349,2,"Suburban",6,"Male",0,3.59836794944065,42256.1420802958,"Male",12.4200061985162,"Ford Escape",15000,4,4,3.1,28780.4130011299,-73.5922127528165,44.5208942862889,"New York",86,"Ford Escape","gasoline","automatic"
1,"Tesla",1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,42,92299,1,"Urban",13,"Female",0,4.55726832988826,67938.3380782558,"Female",6,"Jaguar XE",15000,3,1,3.6,30000,-73.843302224565,42.0027362399939,"New York",87,"Jaguar XE","gasoline","automatic"
0,"Toyota",0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,53,42922,3,"Rural",45,"Female",1,3.85979110626635,24918.9461534843,"Female",10.4200061985162,"Mercedes-Benz Metris",20000,1,5,3.4,30000,-75.4427725962991,43.549273217213,"New York",88,"Mercedes-Benz Metris","gasoline","automatic"
0,"Toyota",0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,60,83072,5,"Urban",42,"Female",0,3.91377044477871,20746.6110959649,"Female",20.4200061985162,"GMC Sierra",60000,4,3,3.1,30000,-74.204875873273,42.5117493845975,"New York",89,"GMC Sierra","gasoline","automatic"
1,"Ford",0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,64,40402,3,"Rural",46,"Female",1,4.52279900864771,52718.1112704682,"Male",19,"BMW 3 Series",50000,4,5,1.9,30000,-74.8385081423581,42.412618187953,"New York",90,"BMW 3 Series","gasoline","automatic"
1,"Toyota",0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,22,60052,5,"Urban",39,"Male",0,3.63838873221946,41805.7257519104,"Male",30,"Chevrolet Equinox",135000,3,1,2.5,18793.2389742469,-77.7389158167195,42.3651139246175,"New York",91,"Chevrolet Equinox","gasoline","automatic"
0,"Ford",0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,63,112300,1,"Rural",41,"Female",1,4.54599261368195,43820.0941646937,"Male",24.4200061985162,"Toyota Yaris",20000,4,5,1.7,30000,-77.7378814717334,43.4229004400175,"New York",92,"Toyota Yaris","gasoline","manual"
1,"Ford",0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,52,79832,4,"Rural",49,"Female",0,4.95888234264112,39420.0141481706,"Male",5,"Acura ILX",145000,4,1,3.7,25773.894371333,-75.4969942947658,42.3117918987203,"New York",93,"Acura ILX","gasoline","automatic"
1,"Toyota",0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,18,71690,3,"Urban",29,"Male",0,3.50301240362699,37938.4981076582,"Male",9,"Volkswagen Tiguan",50000,1,3,1.6,22773.4708158544,-73.956542261442,44.9845778386758,"New York",94,"Volkswagen Tiguan","gasoline","automatic"
0,"Ford",0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,51,31340,2,"Rural",26,"Female",1,4.42234135413801,41052.8121667448,"Male",23.4200061985162,"Alfa Romeo Stelvio",145000,3,2,4.4,15778.0354296028,-73.8466592154928,40.823415349483,"New York",95,"Alfa Romeo Stelvio","gasoline","automatic"
0,"Ford",0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,44,120281,5,"Rural",21,"Female",1,4.22677560809833,45856.052194722,"Female",20.4200061985162,"Jaguar E-PACE",120000,3,2,2.7,30000,-77.4284552874578,43.0850840922061,"New York",96,"Jaguar E-PACE","gasoline","automatic"
1,"Ford",0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,64,117510,5,"Suburban",49,"Male",0,3.4693079443377,51582.8332602046,"Female",16,"Kia Sportage",15000,4,1,5.1,30000,-74.1546351051123,44.9031461120796,"New York",97,"Kia Sportage","gasoline","automatic"
1,"Ford",0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,24,87545,4,"Rural",33,"Female",0,4.43695894228978,33595.7942204375,"Male",3,"Porsche Cayenne",0,2,2,4.2,30000,-78.5517189843247,42.1356235386605,"New York",98,"Porsche Cayenne","gasoline","automatic"
1,"Toyota",1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,23,32109,3,"Rural",48,"Male",0,2.58289969748961,30368.3512724936,"Female",8,"Toyota Yaris",95000,3,4,2.7,25849.2725847357,-72.9810443892039,40.8582001568912,"New York",99,"Toyota Yaris","gasoline","manual"
0,"Ford",1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,53,130032,1,"Suburban",28,"Male",0,4.40551779211346,56594.1408043727,"Male",1.42000619851622,"Hyundai Elantra",20000,3,5,1.5,29582.3740244538,-74.5890587833903,44.9977516347172,"New York",100,"Hyundai Elantra","gasoline","manual"
0,"Toyota",0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,54,82584,1,"Urban",18,"Male",0,3.22105971094357,31300.0652613118,"Female",13.4200061985162,"Chrysler Pacifica",145000,5,4,5.1,26875.0308773322,-74.0236443889277,41.395660464554,"New York",101,"Chrysler Pacifica","gasoline","automatic"
0,"Ford",1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,56,142167,1,"Rural",44,"Female",1,3.50770245259173,40727.2795203608,"Female",25.4200061985162,"GMC Sierra",10000,3,4,4.1,30000,-73.7019467356324,43.0923367908575,"New York",102,"GMC Sierra","gasoline","automatic"
1,"Tesla",1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,48,83144,2,"Urban",29,"Male",1,5.02818931450574,94261.9337242795,"Male",30,"Honda Fit",5000,3,3,3.5,30000,-76.9299527654499,42.6118595453872,"New York",103,"Honda Fit","gasoline","manual"
0,"Tesla",1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,58,42162,3,"Suburban",26,"Male",0,3.95854089503084,60315.0479122996,"Male",22.4200061985162,"Nissan Quest",105000,2,3,5.1,12006.9565202158,-73.6574272108351,43.4864115856308,"New York",104,"Nissan Quest","gasoline","CVT"
1,"Toyota",0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,62,42954,5,"Urban",33,"Female",0,3.09786234929507,47558.9273250662,"Male",16,"Nissan NV200",25000,2,1,3.5,30000,-74.5579550688722,44.0818114037506,"New York",105,"Nissan NV200","gasoline","CVT"
1,"Toyota",0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,53,106154,5,"Urban",3,"Female",0,2.67448712264372,38933.9527518256,"Female",6,"Jaguar I-PACE",90000,2,4,3.8,23786.2425550754,-74.9157199023275,42.4317116958079,"New York",106,"Jaguar I-PACE","electric","automatic"
1,"Toyota",0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,26,129047,2,"Rural",29,"Female",1,2.6890131515376,22233.7625678047,"Female",13,"Maserati Levante",120000,2,1,3.6,10332.7832505651,-74.9548882694252,42.2519486348471,"New York",107,"Maserati Levante","gasoline","automatic"
1,"Toyota",0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,19,30876,1,"Rural",31,"Male",1,3.19743339869688,34921.8767201528,"Male",30,"Chevrolet Colorado",0,5,4,1.8,27413.2338111534,-79.3877770102556,42.5349964551777,"New York",108,"Chevrolet Colorado","gasoline","automatic"
0,"Tesla",1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,65,144543,1,"Urban",40,"Female",1,4.65529177585167,88493.1433107704,"Male",4.42000619851622,"Porsche Cayenne",10000,3,2,4.9,30000,-77.2740289657411,42.4107822305462,"New York",109,"Porsche Cayenne","gasoline","automatic"
0,"Ford",0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,59,37237,4,"Suburban",49,"Female",1,4.70877970017362,40418.2646854315,"Male",3.42000619851622,"Chevrolet Equinox",90000,1,3,4.8,14425.8778657703,-75.4604300639719,43.3046730763952,"New York",110,"Chevrolet Equinox","gasoline","automatic"
1,"Ford",1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,50,104257,1,"Rural",15,"Male",1,3.31887569530339,41218.4434396331,"Female",30,"Subaru Forester",10000,1,4,2.8,22296.5762041694,-72.5814670744913,41.0656857234052,"New York",111,"Subaru Forester","electric","CVT"
0,"Tesla",1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,58,98274,1,"Urban",7,"Male",1,4.51467442284224,65822.0209856518,"Male",16.4200061985162,"GMC Sierra",120000,1,2,2.8,30000,-77.3044194892904,42.4035663167811,"New York",112,"GMC Sierra","gasoline","automatic"
0,"Ford",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,57,122883,1,"Urban",31,"Female",1,4.05242523471026,31999.657623237,"Female",1.42000619851622,"Audi Q3",65000,3,2,3.7,30000,-77.2585529582043,42.0136560002426,"New York",113,"Audi Q3","gasoline","automatic"
0,"Tesla",1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,31,138519,1,"Urban",39,"Female",1,5.27919563003923,60312.1487866156,"Female",8.42000619851622,"Tesla Model X",60000,4,3,5.3,24233.6258252253,-79.4897665667805,42.4124900290072,"New York",114,"Tesla Model X","electric","automatic"
0,"Toyota",0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,55,38968,4,"Urban",6,"Female",1,3.65084201739273,38679.3656321242,"Female",0.420006198516223,"Tesla Model Y",35000,5,1,3.9,30000,-75.1400964525925,43.109394617498,"New York",115,"Tesla Model Y","electric","automatic"
0,"Ford",0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,46,39776,1,"Suburban",49,"Male",1,3.76517261765782,31165.9881821834,"Male",4.42000619851622,"Kia Sportage",60000,2,4,4,20209.5576211552,-74.5695718403102,43.7255577606533,"New York",116,"Kia Sportage","gasoline","automatic"
0,"Tesla",1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,56,93066,3,"Suburban",40,"Female",1,3.69321944309849,62566.3905614056,"Female",13.4200061985162,"Honda Civic",20000,4,3,3.5,30000,-78.1956969031652,42.4088536699226,"New York",117,"Honda Civic","gasoline","CVT"
1,"Toyota",0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,61,80084,5,"Urban",5,"Female",0,3.42046057897004,28470.6699087983,"Female",26,"Rivian R1T",115000,4,4,2.8,23585.5230578544,-75.5993998121157,44.4014526980089,"New York",118,"Rivian R1T","gasoline","automatic"
1,"Tesla",1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,59,109806,1,"Suburban",35,"Male",1,4.63175724180957,83409.8247139249,"Female",12,"Lincoln MKC",140000,5,4,3.4,30000,-74.2978393602598,43.4272830339746,"New York",119,"Lincoln MKC","gasoline","automatic"
0,"Toyota",0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,43,137418,2,"Suburban",50,"Female",1,3.04828043408475,46916.4582318626,"Female",7.42000619851622,"Lincoln MKZ",50000,2,2,2,30000,-75.2005540291407,43.8222028887197,"New York",120,"Lincoln MKZ","gasoline","automatic"
0,"Ford",0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,48,58539,2,"Urban",46,"Male",1,4.49223660269183,44058.9949581772,"Female",15.4200061985162,"Ford Transit Connect",55000,5,4,3.4,30000,-74.9481741351172,42.9504135979513,"New York",121,"Ford Transit Connect","gasoline","automatic"
0,"Ford",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,25,120294,2,"Suburban",44,"Female",0,3.18459844283776,35340.1400859002,"Female",12.4200061985162,"Maserati Ghibli",145000,2,3,1.5,25965.6280017802,-74.7735556700889,44.0385797115749,"New York",122,"Maserati Ghibli","gasoline","automatic"
1,"Toyota",0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,38,55822,4,"Rural",37,"Female",0,3.63949383094738,32631.0107696801,"Male",24,"BMW 3 Series",65000,4,2,2.1,28802.9409579013,-75.4122193818584,44.0986493634102,"New York",123,"BMW 3 Series","gasoline","automatic"
0,"Tesla",1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,61,38320,3,"Rural",40,"Female",1,4.84994783497519,60740.6486384571,"Male",10.4200061985162,"Jaguar I-PACE",30000,3,3,3.2,22856.4473804828,-75.4520925420281,42.6541520809956,"New York",124,"Jaguar I-PACE","electric","automatic"
1,"Tesla",1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,42,79680,4,"Rural",33,"Female",0,4.61226503544508,68281.5703587024,"Female",7,"Kia Sedona",140000,4,4,3.6,22055.1207560566,-73.6161179731262,44.8168587952761,"New York",125,"Kia Sedona","gasoline","automatic"
1,"Tesla",0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,41,65694,2,"Suburban",6,"Female",0,5.06374707546941,85543.1225083303,"Female",30,"Ram ProMaster City",55000,5,4,1.3,30000,-75.2907201352382,42.5550292178902,"New York",126,"Ram ProMaster City","gasoline","automatic"
0,"Tesla",0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,21,119764,1,"Rural",35,"Female",1,5.65547656668856,86431.7822013982,"Male",10.4200061985162,"Nissan Leaf",125000,1,4,2.2,19755.9173037115,-73.6988956274524,44.3827798631928,"New York",127,"Nissan Leaf","electric","automatic"
0,"Tesla",1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,60,43481,2,"Suburban",2,"Female",0,4.42812094598139,44131.5861861221,"Male",13.4200061985162,"Chrysler Pacifica",90000,3,4,1.6,27765.0396325117,-72.5057815211826,41.1045062423935,"New York",128,"Chrysler Pacifica","gasoline","automatic"
1,"Ford",1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,44,132611,2,"Suburban",17,"Female",0,4.45150439946503,26942.9923705175,"Female",15,"Mazda5",55000,2,4,3.1,26329.9553894779,-74.1301961135886,42.1834339425088,"New York",129,"Mazda5","gasoline","manual"
1,"Tesla",1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,34,76935,3,"Urban",28,"Male",0,4.13366718274912,82202.4302843376,"Female",21,"Toyota Tacoma",145000,4,4,3.5,30000,-73.3061453287621,43.33872048132,"New York",130,"Toyota Tacoma","gasoline","automatic"
1,"Tesla",1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,65,125312,1,"Suburban",3,"Male",0,4.67776306849636,78353.9726920891,"Female",26,"Nissan Altima",10000,4,3,4.3,21220.4229727454,-73.4624911211469,43.0544689312008,"New York",131,"Nissan Altima","gasoline","CVT"
0,"Tesla",1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,37,46793,5,"Rural",3,"Male",1,5.41518900063388,40043.4350804426,"Male",16.4200061985162,"Smart Fortwo",105000,4,5,2.5,30000,-77.1543879615545,42.5458375261021,"New York",132,"Smart Fortwo","electric","automatic"
1,"Tesla",0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,24,75009,3,"Suburban",32,"Male",1,4.48178703994139,88724.3879853399,"Male",17,"Tesla Model 3",55000,3,3,5.1,27347.3292028415,-73.9455224731933,44.9378819349766,"New York",133,"Tesla Model 3","electric","automatic"
0,"Ford",0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,23,229751.639131363,4,"Urban",49,"Female",0,5.06242970866288,43238.201654749,"Male",15.4200061985162,"Ford Focus",85000,2,2,5.2,9220.00312484694,-78.1872380495535,42.1686783678167,"New York",134,"Ford Focus","gasoline","manual"
0,"Tesla",1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,63,97413,4,"Suburban",22,"Female",1,4.09238732738042,65914.6530879661,"Male",0.420006198516223,"Ford Mustang Mach-E",10000,1,3,3.7,30000,-74.6552907087977,41.5098449773373,"New York",135,"Ford Mustang Mach-E","electric","automatic"
0,"Tesla",1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,40,132136,1,"Suburban",11,"Male",0,4.7110188519373,72487.7869687043,"Male",23.4200061985162,"Chevrolet Equinox",35000,4,5,5.9,28479.325749181,-74.9468227448921,42.653076259671,"New York",136,"Chevrolet Equinox","gasoline","automatic"
1,"Ford",1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,34,135506,2,"Suburban",27,"Female",1,4.50821444970223,53849.7119472013,"Male",10,"Toyota Corolla",1e+05,4,5,1.5,29382.6469023126,-76.2841582706525,43.1444475513753,"New York",137,"Toyota Corolla","gasoline","CVT"
1,"Tesla",1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,50,147630,3,"Urban",5,"Male",1,3.85286381290223,60140.8742854604,"Female",2,"Mazda CX-5",40000,4,2,2.5,30000,-74.8774037423463,41.4820869371928,"New York",138,"Mazda CX-5","gasoline","automatic"
1,"Ford",0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,64,127033,4,"Rural",2,"Female",1,4.59277767832443,62064.1256484669,"Male",25,"Mazda CX-5",150000,1,1,1.1,24095.2633848738,-78.8542628625508,42.3108725872848,"New York",139,"Mazda CX-5","gasoline","automatic"
1,"Toyota",0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,35,114693,3,"Urban",50,"Female",0,3.82654378989183,55340.8505240222,"Female",30,"Volkswagen Tiguan",95000,1,3,1.6,21045.3637613994,-78.1993976835749,42.2040413643074,"New York",140,"Volkswagen Tiguan","gasoline","automatic"
0,"Toyota",1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,40,86683,4,"Urban",2,"Female",0,3.38611881432354,22704.5940468088,"Male",6.42000619851622,"Ford F-150",150000,3,3,3.6,29740.9480393413,-74.943112787591,42.5244026171604,"New York",141,"Ford F-150","gasoline","automatic"
0,"Toyota",0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,31,96736,3,"Suburban",18,"Male",0,3.32766590983763,23279.8343105242,"Female",6.42000619851622,"Audi A4",10000,3,1,4.8,30000,-78.1885379350331,42.56901525445,"New York",142,"Audi A4","gasoline","automatic"
1,"Toyota",0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,47,114639,5,"Urban",44,"Female",1,2.8685404098604,52067.9120763205,"Male",26,"Lincoln MKC",120000,3,5,2.9,19305.2803553121,-73.7172343807791,43.256454787818,"New York",143,"Lincoln MKC","gasoline","automatic"
1,"Tesla",1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,43,107572,1,"Suburban",39,"Female",0,4.67857146503402,90465.4483739752,"Female",21,"Subaru Impreza",10000,3,1,3.1,14996.6238675944,-76.0897556026534,43.4355647603622,"New York",144,"Subaru Impreza","gasoline","manual"
0,"Toyota",0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,46,98939,3,"Rural",3,"Male",1,3.94407993463596,43069.0336879343,"Female",0.420006198516223,"Chevrolet Spark",135000,4,1,1.8,18846.4769483953,-74.9067766311809,43.3853497906882,"New York",145,"Chevrolet Spark","gasoline","manual"
1,"Toyota",0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,61,142766,3,"Urban",47,"Female",1,3.84686430005696,54972.896136425,"Male",29,"Toyota RAV4",95000,4,5,5.4,22443.023796912,-73.7503347347729,43.1188078831365,"New York",146,"Toyota RAV4","gasoline","automatic"
1,"Toyota",0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,45,34660,4,"Rural",26,"Female",1,3.44122146111389,40311.4076707978,"Female",22,"Jeep Gladiator",5000,4,3,5.4,13968.1715277039,-74.2089555797269,44.1642777585172,"New York",147,"Jeep Gladiator","gasoline","automatic"
1,"Tesla",1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,35,72904,5,"Urban",35,"Male",1,5.39545318409305,47221.6020690044,"Female",23,"Acura RDX",120000,4,5,4.6,30000,-76.4089326077908,43.9992153173931,"New York",148,"Acura RDX","gasoline","automatic"
1,"Tesla",1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,53,64233,5,"Suburban",37,"Male",1,3.79932252775805,93125.4099953454,"Male",18,"Honda Ridgeline",110000,5,2,4,27340.495117789,-73.8197177790008,41.6838405802972,"New York",149,"Honda Ridgeline","gasoline","automatic"
0,"Toyota",0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,37,103732,1,"Suburban",31,"Male",0,4.07776851802896,48659.8354112357,"Female",19.4200061985162,"Ford F-150",30000,2,4,3.7,28091.4993912196,-73.4898834988555,43.7915925143471,"New York",150,"Ford F-150","gasoline","automatic"
1,"Toyota",0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,47,218883.910749102,5,"Rural",19,"Female",0,3.71021942198141,36605.8029637905,"Female",6,"Honda Civic",5000,2,4,5.7,30000,-78.4175210170855,42.8484153763755,"New York",151,"Honda Civic","gasoline","CVT"
1,"Ford",0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,34,148896,2,"Suburban",26,"Female",1,4.7395343955351,37560.7552574773,"Male",23,"Audi Q3",85000,2,1,3.1,22986.1292013724,-75.77259111993,43.1122157249986,"New York",152,"Audi Q3","gasoline","automatic"
1,"Tesla",1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,38,138766,1,"Rural",14,"Female",1,4.23685742165211,54556.2197315739,"Male",15,"Kia Rio",75000,4,4,5.6,30000,-77.9491443649604,43.4422960394582,"New York",153,"Kia Rio","electric","automatic"
0,"Tesla",1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,47,119085,4,"Suburban",40,"Male",1,3.89541272480659,83438.4924825281,"Male",23.4200061985162,"Porsche Cayenne",1e+05,4,3,3.5,25166.4788812084,-76.7042750412966,42.7710213387914,"New York",154,"Porsche Cayenne","gasoline","automatic"
0,"Tesla",1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,65,42197,5,"Rural",32,"Male",1,5.23314419890839,84623.347511515,"Female",-1.57999380148378,"Honda Civic",80000,2,5,4.7,27174.1148868427,-73.7003163630734,40.6012098770926,"New York",155,"Honda Civic","gasoline","CVT"
0,"Toyota",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,61,54337,3,"Urban",19,"Female",1,3.69340206688596,22997.5846526213,"Male",1.42000619851622,"Porsche Cayenne",75000,2,4,4.6,30000,-75.8667953984954,44.2916778449535,"New York",156,"Porsche Cayenne","gasoline","automatic"
1,"Toyota",0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,61,267130.42765769,1,"Rural",6,"Female",1,3.0720451212231,34645.9008354228,"Female",4,"BMW i3",75000,2,2,2.6,23929.9626335305,-76.9537085024526,42.2781138804273,"New York",157,"BMW i3","electric","automatic"
0,"Toyota",0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,59,116465,5,"Rural",32,"Male",1,3.2510554174961,48134.53551149,"Male",14.4200061985162,"Ford Mustang Mach-E",130000,4,3,1.4,21674.4329258129,-73.5243017425866,41.7200771927386,"New York",158,"Ford Mustang Mach-E","electric","automatic"
1,"Tesla",1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,37,143542,5,"Suburban",41,"Female",1,5.41060042940203,78857.7925013728,"Male",17,"Audi A4",45000,4,1,3.1,29547.8988993849,-78.8601198740817,43.1059464336373,"New York",159,"Audi A4","gasoline","automatic"
0,"Tesla",1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,25,30131,4,"Urban",37,"Male",0,4.33919227349053,76752.96647707,"Female",12.4200061985162,"Mercedes-Benz Metris",90000,5,2,2.9,30000,-75.5912827716821,42.1382919008968,"New York",160,"Mercedes-Benz Metris","gasoline","automatic"
0,"Ford",0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,60,69616,2,"Urban",4,"Female",1,4.12174581596521,28598.2383193914,"Male",25.4200061985162,"Jeep Gladiator",65000,4,5,4.1,25818.4480049954,-73.3740842600932,42.4579892808775,"New York",161,"Jeep Gladiator","gasoline","automatic"
0,"Toyota",0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,45,85557,2,"Suburban",7,"Female",0,3.44290333662938,38144.8837695643,"Female",5.42000619851622,"Subaru Forester",70000,5,3,5.4,29618.5142737445,-75.3432552638408,42.8732451281863,"New York",162,"Subaru Forester","electric","CVT"
0,"Tesla",1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,37,101665,2,"Suburban",48,"Female",0,3.4008420452655,48571.2618078105,"Female",9.42000619851622,"Chrysler Pacifica",145000,5,1,5.7,27065.1347315319,-73.7232808534729,40.5804220376069,"New York",163,"Chrysler Pacifica","gasoline","automatic"
1,"Tesla",1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,59,146402,5,"Urban",12,"Female",0,4.12947019425952,47417.0555140358,"Female",22,"Hyundai Elantra",25000,4,2,4.8,30000,-76.1796847307744,43.0583869744767,"New York",164,"Hyundai Elantra","gasoline","manual"
0,"Toyota",1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,54,99824,5,"Urban",49,"Female",1,3.23664824546234,39775.9636468254,"Male",13.4200061985162,"Porsche Cayenne",115000,5,1,5.7,30000,-77.5125377261916,42.2411452609009,"New York",165,"Porsche Cayenne","gasoline","automatic"
0,"Toyota",0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,21,115485,3,"Rural",27,"Female",1,3.31443931809298,26442.4892724492,"Male",1.42000619851622,"Nissan Versa",20000,4,4,2.5,30000,-75.6143977921046,43.5499568115615,"New York",166,"Nissan Versa","gasoline","CVT"
0,"Ford",0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,19,123351,1,"Suburban",1,"Male",0,4.19011405854355,55651.2219633441,"Female",12.4200061985162,"Subaru Forester",135000,3,3,1.5,26289.3865065599,-78.0195352218774,42.1715324268814,"New York",167,"Subaru Forester","electric","CVT"
1,"Toyota",0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,27,114751,2,"Suburban",17,"Female",1,3.60711437990037,48248.4931580839,"Female",9,"Nissan Altima",135000,1,5,1.9,22731.7127705406,-75.1755248534334,41.8975927896184,"New York",168,"Nissan Altima","gasoline","CVT"
